STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,GEO_ID,TL_GEO_ID,NAME_E,Total,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone, Two or More Races,Hispanic or Latino,Hispanic or Latino: White alone,   Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,,Total: Worked in county of residence ,Worked outside county of residence,Worked outside state of residence,All Commuters," Car, truck, or van","Car, truck, or van: Drove alone","Car, truck, or van: Carpooled",Public Transportation,Bus,Subway or elevated rail,Long-distance train or commuter rail,"Light rail, streetcar or trolley ",Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Total Educational Attainment Population,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Median earnings in the past 12 months (Total),Median earnings in the past 12 months (Male),Median earnings in the past 12 months (Female)
California,6,San Diego County,73,Borrego Springs CCD,90258,0600000US0607390258,607390258,"Borrego Springs CCD, San Diego County, California",3521,2370,1,0,1,15,350,784,1108,6,0,0,0,0,350,752,1522,1482,40,0,1522,1104,1071,33,0,0,0,0,0,0,0,0,0,1,0,417,0,120,223,117,191,16,236,0,29,14,56,103,3117,151,0,0,0,37,0,41,22,27,0,0,12,23,48,7,1002,38,53,611,253,622,143,27,0,41599,36250,51740
California,6,San Diego County,73,Camp Pendleton CCD,90355,0600000US0607390355,607390355,"Camp Pendleton CCD, San Diego County, California",40481,22239,3760,990,1828,218,4016,7430,13887,3615,413,512,130,61,3879,5277,27162,26399,685,78,27162,14295,9312,4983,128,128,0,0,0,0,0,152,47,11242,192,1106,784,9154,7250,2520,1920,595,1777,218,603,586,457,192,11278,12,0,0,0,0,0,0,0,2,0,1,33,0,1,55,2970,152,1512,2169,1330,2207,581,232,21,26880,26973,26176
California,6,San Diego County,73,Fallbrook CCD,90960,0600000US0607390960,607390960,"Fallbrook CCD, San Diego County, California",52183,30185,924,516,2003,41,7625,10889,22018,5138,121,343,180,6,7297,8933,21972,20088,1839,45,21972,17891,16429,1462,244,169,0,16,59,0,0,117,40,588,267,2825,411,1460,1882,1801,1923,857,3169,677,1287,2988,2194,498,35593,899,34,3,38,99,162,183,356,734,166,376,234,371,257,635,6607,1026,2296,5883,2702,7713,3363,984,472,46738,51618,39902
California,6,San Diego County,73,Jamul CCD,91440,0600000US0607391440,607391440,"Jamul CCD, San Diego County, California",18955,12562,631,123,1016,19,1195,3409,6020,2415,7,111,23,0,1082,2382,7159,7035,16,108,7159,6242,5902,340,14,1,0,13,0,0,0,0,0,14,5,884,40,125,271,587,662,273,1296,328,571,1540,515,67,13348,206,0,0,0,21,24,52,5,95,0,167,28,243,309,187,2914,469,865,2203,1120,2624,1368,269,179,56844,65084,44631
California,6,San Diego County,73,Laguna-Pine Valley CCD,91510,0600000US0607391510,607391510,"Laguna-Pine Valley CCD, San Diego County, California",5596,4373,110,110,4,16,503,480,963,254,11,22,0,0,461,215,2088,2088,0,0,2088,1766,1478,288,0,0,0,0,0,0,0,22,0,34,12,254,46,178,151,174,195,2,305,117,165,179,268,54,3995,139,0,0,0,0,0,0,0,0,0,44,15,49,52,32,917,245,366,982,255,524,227,78,70,50417,61414,36481
California,6,San Diego County,73,Mountain Empire CCD,92030,0600000US0607392030,607392030,"Mountain Empire CCD, San Diego County, California",7618,4691,213,409,27,4,1130,1144,2589,714,104,42,0,0,1127,602,3252,3240,12,0,3252,2618,2180,438,0,0,0,0,0,0,0,0,0,32,101,501,307,260,239,170,221,87,147,135,38,194,684,269,5665,90,0,0,0,48,0,0,0,72,2,0,118,116,186,215,1239,430,770,625,606,965,91,82,10,41083,41553,39643
California,6,San Diego County,73,Oceanside-Escondido CCD,92240,0600000US0607392240,607392240,"Oceanside-Escondido CCD, San Diego County, California",663680,366675,16679,7902,51312,2960,76270,141882,259040,68201,1235,6780,1556,314,72781,108173,321393,309662,10459,1272,321393,251878,226600,25278,4184,3119,60,672,235,98,372,1100,982,4142,4009,54726,3754,14047,28774,45071,41521,17004,46906,9026,14825,23497,15572,6670,455994,15103,184,224,319,673,2365,2157,2752,10075,1675,4105,4169,3006,3781,11599,74518,9441,34185,66088,38588,109422,43346,10266,7953,46453,54144,38579
California,6,San Diego County,73,Palomar-Julian CCD,92350,0600000US0607392350,607392350,"Palomar-Julian CCD, San Diego County, California",5628,4273,18,229,145,0,145,818,994,83,0,0,70,0,145,696,2287,2202,85,0,2287,1612,1588,24,0,0,0,0,0,0,0,0,0,29,63,583,68,54,148,107,231,16,279,78,19,174,351,179,4794,25,0,0,0,3,0,5,14,0,9,18,80,25,41,114,924,160,177,892,531,987,442,276,71,45775,47763,36535
California,6,San Diego County,73,Pauma Valley CCD,92430,0600000US0607392430,607392430,"Pauma Valley CCD, San Diego County, California",6644,3488,74,740,306,42,374,1620,2213,232,15,92,0,0,326,1548,3061,2861,200,0,3061,2582,2420,162,0,0,0,0,0,0,0,2,0,27,0,450,30,140,169,107,180,109,646,57,213,485,404,71,4629,88,0,0,3,0,7,24,17,23,47,7,23,77,26,71,605,42,342,1271,583,792,484,61,36,53162,53600,45781
California,6,San Diego County,73,Ramona CCD,92550,0600000US0607392550,607392550,"Ramona CCD, San Diego County, California",36776,26434,376,360,619,75,2353,6559,11355,3876,26,192,48,0,2178,5035,17921,17744,47,130,17921,14841,13181,1660,0,0,0,0,0,0,0,297,0,340,70,2373,384,704,1424,1418,1246,381,3105,715,1018,2807,1879,467,25398,686,0,0,0,51,103,57,22,412,1,174,82,327,626,746,5799,443,1715,4313,2460,5509,1471,220,181,51627,60962,40175
California,6,San Diego County,73,San Diego CCD,92780,0600000US0607392780,607392780,"San Diego CCD, San Diego County, California",2400097,1233794,130870,18590,342344,10315,251493,412691,795326,234321,6847,14390,8071,1197,238356,292144,1201739,1181963,12987,6789,1201739,902641,805381,97260,30694,22595,1284,819,5646,350,1890,4975,6939,33579,12497,208524,16741,64507,122557,179279,185885,83337,153960,33911,35319,60981,37466,19272,1675904,41935,347,503,916,2683,4286,2456,4133,18595,4163,8377,17323,11819,18170,37603,249772,41783,100867,231298,138363,442037,196468,53576,48431,51473,59248,43534
California,6,San Diego County,73,Valley Center CCD,93540,0600000US0607393540,607393540,"Valley Center CCD, San Diego County, California",25136,16233,630,1005,982,32,1621,4633,8368,2863,78,108,124,0,1416,3779,11071,10683,316,72,11071,9173,8467,706,3,3,0,0,0,0,0,7,10,123,40,1715,192,420,816,637,752,488,2056,388,557,1898,941,211,17823,371,0,0,0,6,49,30,171,128,17,138,60,42,169,390,2832,449,1990,3083,1408,4249,1611,302,328,50110,62157,40527
California,6,San Francisco County,75,Bayview CCD,90195,0600000US0607590195,607590195,"Bayview CCD, San Francisco County, California",39816,4482,9650,216,15562,609,6036,3261,9733,1427,355,210,140,126,6011,1464,17867,14084,3766,17,17867,10784,8591,2193,3707,3093,343,37,234,0,118,192,210,391,173,2292,215,527,1086,2564,2447,1201,3345,336,864,1153,1538,299,28289,2104,13,54,0,92,258,87,315,437,82,658,314,332,794,1191,5482,1042,1442,3935,1832,5454,1583,365,423,45245,48147,41390
California,6,San Francisco County,75,Downtown-Northeast Neighborhoods-Treasure Island CCD,90734,0600000US0607590734,607590734,"Downtown-Northeast Neighborhoods-Treasure Island CCD, San Francisco County, California",117813,45504,7356,1654,42562,347,9053,11337,18205,3157,185,1064,126,73,8050,5550,66481,57936,8401,144,66481,11492,9872,1620,15474,11846,2225,949,390,64,671,295,1944,18136,1392,17077,914,2764,5880,7249,7627,3761,9036,1007,1974,4317,3103,1772,100855,5151,43,249,80,251,295,158,764,1829,251,1254,2396,858,1118,2271,11458,2549,3662,9208,5201,31154,14200,4173,2282,69744,70460,67282
California,6,San Francisco County,75,Merced-McLaren CCD,91964,0600000US0607591964,607591964,"Merced-McLaren CCD, San Francisco County, California",156705,34782,6446,1063,81213,744,18809,13648,33264,5637,1010,752,699,64,17392,7710,78795,60853,17760,182,78795,42426,33657,8769,17505,10736,5911,275,574,9,234,295,765,1954,1321,14295,389,1549,4293,8187,10070,3925,14601,2530,3591,7975,6262,1128,118055,7640,89,137,78,239,471,78,918,1838,329,1206,1770,902,953,4120,18155,2024,5141,13927,9617,32223,10856,2842,2502,56962,62281,49930
California,6,San Francisco County,75,Mission-Bernal CCD,91976,0600000US0607591976,607591976,"Mission-Bernal CCD, San Francisco County, California",79156,34832,3520,1263,12597,77,14053,12814,26156,3425,68,1040,311,53,13431,7828,47261,38560,8509,192,47261,15441,13039,2402,10881,5719,4242,583,306,31,375,257,3443,3220,638,13006,205,1298,2918,5225,5222,2959,6645,1545,1655,3063,2348,1172,63636,2673,106,0,67,141,357,213,579,567,128,646,667,333,645,1193,6309,1216,2105,4920,2782,22243,10498,2756,2492,76020,85502,66382
California,6,San Francisco County,75,Richmond-Presidio-Marina CCD,92605,0600000US0607592605,607592605,"Richmond-Presidio-Marina CCD, San Francisco County, California",124050,69281,1902,343,35655,179,3163,13527,11633,3033,72,113,353,0,2615,5447,73570,63389,9982,199,73570,26241,21593,4648,14041,13336,405,260,40,0,761,466,2071,4074,1597,24319,709,1913,3584,6186,6388,3755,8726,2533,3188,5908,4775,1586,98855,2027,6,85,9,19,67,33,206,231,133,321,519,248,292,1017,4694,908,2002,7747,4602,44301,20445,6164,2779,102813,121658,88770
California,6,San Francisco County,75,SoMa-Potrero-Mission Bay CCD,93067,0600000US0607593067,607593067,"SoMa-Potrero-Mission Bay CCD, San Francisco County, California",62961,24613,3332,128,25481,258,3195,5954,7520,2254,22,41,12,0,2595,2596,42397,34196,8001,200,42397,8012,6965,1047,7167,3832,895,1769,671,0,411,284,1656,9473,900,14494,667,2045,2950,4992,3540,1563,3806,634,1394,2471,2452,1389,51792,1081,0,20,150,95,230,53,122,699,115,90,267,263,61,577,2697,329,1145,3246,1302,18650,14268,2991,3341,128633,156675,105382
California,6,San Francisco County,75,Sunset CCD,93267,0600000US0607593267,607593267,"Sunset CCD, San Francisco County, California",116146,43938,2131,126,53311,488,3882,12270,11379,2651,149,44,455,0,3243,4837,60656,49088,11359,209,60656,26987,22480,4507,11736,6149,3025,295,2267,0,313,305,1551,3545,1296,14923,544,1400,2955,4288,6109,2783,10138,2252,3409,5954,4956,945,92572,2580,29,0,11,25,186,146,328,759,181,599,700,292,447,2045,8708,1595,3033,7468,5827,34803,13504,6099,3207,83041,91974,78057
California,6,San Francisco County,75,Western Addition-Buena Vista-Eureka Valley CCD,93625,0600000US0607593625,607593625,"Western Addition-Buena Vista-Eureka Valley CCD, San Francisco County, California",139674,81208,8210,731,26096,439,6623,16367,15376,3497,443,569,265,0,5016,5586,87632,72590,14589,453,87632,22966,19713,3253,21182,12416,5973,1281,1479,33,824,520,3967,6488,1764,29921,1162,1951,3844,6660,9606,5083,10095,2550,3178,5798,5265,2519,115184,1461,8,0,0,77,74,98,124,507,17,526,146,380,383,1024,7512,1098,3069,8545,4382,45876,26349,7703,5825,106812,119407,94703
California,6,San Joaquin County,77,Escalon CCD,90900,0600000US0607790900,607790900,"Escalon CCD, San Joaquin County, California",13739,10051,38,34,99,26,1517,1974,3379,527,9,31,12,0,1517,1283,5208,3245,1953,10,5208,4418,3957,461,0,0,0,0,0,0,0,0,0,196,88,506,315,578,139,513,1225,175,861,127,82,277,216,194,8999,267,0,0,0,6,2,6,0,149,76,63,95,71,224,270,1695,436,945,1785,1098,1401,365,39,6,50285,64375,37103
California,6,San Joaquin County,77,Linden-Farmington CCD,91630,0600000US0607791630,607791630,"Linden-Farmington CCD, San Joaquin County, California",5486,3226,95,6,125,0,886,1148,2034,105,0,6,0,0,886,1037,2319,2107,212,0,2319,1963,1853,110,65,65,0,0,0,0,0,25,0,8,26,232,140,163,257,172,200,286,423,230,55,0,161,0,3793,87,0,0,0,0,26,11,28,162,49,12,17,49,15,54,923,130,203,662,375,668,254,7,61,52111,70244,50457
California,6,San Joaquin County,77,Lockeford CCD,91690,0600000US0607791690,607791690,"Lockeford CCD, San Joaquin County, California",12383,7872,61,319,507,29,1423,2172,4201,865,0,319,0,0,1380,1637,5711,4284,1421,6,5711,4926,4288,638,0,0,0,0,0,0,0,0,0,95,12,678,133,342,328,724,670,375,782,87,98,522,537,435,8909,280,0,0,0,0,43,12,0,138,27,271,52,68,157,262,2145,271,658,1649,778,1277,588,206,27,49295,58847,37902
California,6,San Joaquin County,77,Lodi CCD,91700,0600000US0607791700,607791700,"Lodi CCD, San Joaquin County, California",90915,44980,1349,916,11758,173,11725,20014,34821,5393,107,804,234,0,11416,16867,39859,33371,6357,131,39859,34106,29744,4362,152,80,40,23,0,9,0,26,215,677,211,4472,1953,5003,5981,5184,4433,2137,4024,643,688,2268,1794,1279,59498,2431,79,0,0,155,374,162,207,1691,193,1381,523,522,856,1498,14250,1457,4230,8686,5807,9950,3422,1056,568,43588,50168,35322
California,6,San Joaquin County,77,Manteca CCD,91870,0600000US0607791870,607791870,"Manteca CCD, San Joaquin County, California",124193,53710,6012,1135,19861,1688,15700,26087,49194,12630,70,687,249,38,15414,20106,51885,34288,17589,8,51885,45384,38850,6534,762,266,51,434,11,0,128,86,65,352,653,4455,1601,2998,5062,6909,5842,2265,6084,763,1009,2476,5980,6441,82149,2510,40,99,15,94,595,281,173,1502,302,965,917,922,1259,3470,21280,3157,7447,13003,7294,12053,3514,964,293,49876,54975,41320
California,6,San Joaquin County,77,Ripon CCD,92620,0600000US0607792620,607792620,"Ripon CCD, San Joaquin County, California",18544,13780,205,173,838,105,1065,2378,4907,2006,17,173,0,0,994,1717,8404,5601,2788,15,8404,7438,6941,497,65,0,0,65,0,0,0,48,32,23,62,736,319,1241,821,973,1246,917,638,221,125,196,546,425,12450,198,0,0,0,0,19,11,0,116,12,63,0,58,125,307,2876,502,988,2515,1428,2228,752,156,96,54122,72132,42181
California,6,San Joaquin County,77,Stockton CCD,93240,0600000US0607793240,607793240,"Stockton CCD, San Joaquin County, California",368846,108125,37963,5628,64125,1954,76038,75013,181597,38858,2016,4238,1934,294,74503,59754,148507,123744,24330,433,148507,134003,114232,19771,1463,1018,154,281,7,3,149,82,332,1742,828,9908,2228,9847,20072,27204,20808,6041,13980,2296,2829,7756,11460,14078,231842,14630,21,107,536,758,1899,1317,1187,9245,1164,3769,3978,4345,5348,9091,57784,9524,16265,31447,19849,26589,8858,2718,1413,37749,42271,33618
California,6,San Joaquin County,77,Thornton CCD,93340,0600000US0607793340,607793340,"Thornton CCD, San Joaquin County, California",14262,4400,1091,34,3329,0,2707,2701,4976,547,18,12,139,0,2525,1735,6971,6018,953,0,6971,5863,5143,720,123,0,57,66,0,0,0,0,0,54,17,914,125,531,738,842,1332,593,471,112,123,109,440,641,9713,191,0,0,0,0,32,16,45,289,113,38,143,98,113,336,1843,156,1001,1114,1215,1908,552,446,64,53000,61154,43246
California,6,San Joaquin County,77,Tracy CCD,93400,0600000US0607793400,607793400,"Tracy CCD, San Joaquin County, California",139048,45918,8234,1340,40005,770,18585,24196,47434,11120,201,1229,361,25,17843,16655,62719,33865,28703,151,62719,50922,42985,7937,1108,283,234,582,9,0,17,305,373,569,622,8803,964,4337,5991,4834,2567,1752,5068,1353,1536,6785,10766,7963,87492,3258,19,19,52,97,362,256,260,1024,273,1157,543,1311,1095,3086,18693,2995,6750,11846,7985,17615,6564,1347,885,56369,72065,41735
California,6,San Luis Obispo County,79,Arroyo Grande CCD,90120,0600000US0607990120,607990120,"Arroyo Grande CCD, San Luis Obispo County, California",81403,56192,785,766,2359,306,5364,15631,23782,6068,29,656,52,13,5073,11891,37068,29940,7102,26,37068,30419,27031,3388,270,270,0,0,0,0,0,132,317,874,254,4802,1055,4323,3607,5839,6216,3132,4020,843,754,1215,282,980,59636,1352,21,0,0,242,56,22,102,664,145,251,635,684,444,1246,9944,1660,4391,9633,5891,13738,5793,1909,813,46394,53941,39513
California,6,San Luis Obispo County,79,Atascadero CCD,90140,0600000US0607990140,607990140,"Atascadero CCD, San Luis Obispo County, California",45726,36065,213,263,1323,10,2148,5704,9228,3230,0,173,604,0,1882,3339,21773,20965,782,26,21773,18447,16815,1632,133,133,0,0,0,0,0,0,37,532,63,2561,898,3431,2592,2257,3288,1904,2258,484,483,707,460,450,33020,288,8,0,0,46,2,41,9,91,157,158,121,124,381,496,5781,699,3176,6254,3842,7683,2600,702,361,47153,60518,38014
California,6,San Luis Obispo County,79,North Coast CCD,92160,0600000US0607992160,607992160,"North Coast CCD, San Luis Obispo County, California",36941,28810,135,324,1275,33,2268,4096,7031,2013,4,246,12,15,1761,2980,16472,15708,737,27,16472,12765,11413,1352,53,53,0,0,0,0,0,60,134,528,166,2766,769,2551,1470,2122,2052,1458,1462,272,298,756,160,336,29090,287,0,0,0,29,62,4,22,155,87,31,83,212,276,627,3568,447,1884,4839,3003,8066,3590,1144,674,44392,58767,33834
California,6,San Luis Obispo County,79,Paso Robles CCD,92410,0600000US0607992410,607992410,"Paso Robles CCD, San Luis Obispo County, California",52708,35710,321,926,1392,50,6218,8091,17241,4859,18,815,74,0,5834,5641,23950,22925,988,37,23950,19179,16922,2257,197,197,0,0,0,0,0,86,22,1028,398,3040,1029,3069,2794,3182,2390,1351,2481,650,795,1621,961,587,35944,589,0,13,37,32,170,23,40,680,149,113,472,392,279,700,7063,1159,2758,6056,4522,7023,2453,871,350,43353,48766,38781
California,6,San Luis Obispo County,79,San Luis Obispo CCD,92860,0600000US0607992860,607992860,"San Luis Obispo CCD, San Luis Obispo County, California",64708,46961,1735,339,4106,100,2865,8602,11698,3378,52,223,163,9,2578,5295,29235,27447,1640,148,29235,19898,17967,1931,417,396,0,6,2,13,0,44,1229,2677,90,4880,1808,6092,6054,4504,2161,789,1026,543,422,452,106,398,32543,277,0,10,0,35,124,10,46,81,78,85,200,277,653,430,3379,882,2146,4647,2379,9656,4246,1581,1321,19389,21580,16276
California,6,San Mateo County,81,Half Moon Bay CCD,91215,0600000US0608191215,608191215,"Half Moon Bay CCD, San Mateo County, California",28420,19937,133,21,1061,1,3216,4051,7066,1120,49,12,0,0,3111,2774,14267,10959,3248,60,14267,9694,8653,1041,208,157,51,0,0,0,0,0,138,438,313,3476,559,996,873,1110,391,569,1437,620,572,2417,1062,185,20742,449,0,0,28,38,0,106,35,458,22,135,144,144,59,505,2232,269,1039,2157,1710,5480,3561,1205,966,73270,96562,55672
California,6,San Mateo County,81,San Mateo CCD,92870,0600000US0608192870,608192870,"San Mateo CCD, San Mateo County, California",401895,184296,10094,5243,92915,4607,51934,52806,105990,19645,529,4736,816,169,48473,31622,205747,145415,59546,786,205747,132600,117265,15335,8292,2827,1212,4056,183,14,281,323,3449,4703,3175,52924,2268,11191,20433,25251,24294,10845,22161,5690,7543,11786,8889,2472,286738,7481,79,131,248,460,904,580,1045,3873,717,1365,1902,1617,1620,5010,29045,4261,11833,24764,16616,83812,55654,14309,19412,84019,99873,72553
California,6,San Mateo County,81,South San Francisco CCD,93170,0600000US0608193170,608193170,"South San Francisco CCD, San Mateo County, California",314785,98951,6307,2724,135442,3902,31124,36335,72322,15973,635,2342,1635,231,28426,23080,166591,102843,63100,648,166591,114162,96695,17467,16130,6052,7659,1807,612,0,803,496,916,3906,1837,28341,1618,8485,15418,21274,21929,8089,22915,4609,7593,13158,10269,2893,235673,6995,260,218,9,213,496,663,777,2569,386,1267,1656,1447,1420,5128,38979,5682,14029,30089,19531,69131,22074,7223,5431,62123,65383,59154
California,6,Santa Barbara County,83,Carpinteria CCD,90378,0600000US0608390378,608390378,"Carpinteria CCD, Santa Barbara County, California",18133,10650,148,261,685,0,3254,3135,7141,1333,4,261,27,0,2990,2526,8741,8049,683,9,8741,6278,5407,871,186,186,0,0,0,0,0,33,151,537,69,1487,364,1333,579,1017,1152,721,870,186,108,410,382,132,13439,194,0,0,24,60,199,74,44,205,0,237,277,44,87,216,1609,136,695,2260,634,3704,1808,368,564,49425,59683,39895
California,6,Santa Barbara County,83,Cuyama CCD,90630,0600000US0608390630,608390630,"Cuyama CCD, Santa Barbara County, California",1066,737,0,5,8,24,136,156,429,165,0,5,0,0,128,131,320,286,34,0,320,233,217,16,0,0,0,0,0,0,0,0,0,0,8,79,21,27,76,2,33,0,18,0,3,21,37,3,813,15,30,4,0,0,13,0,5,17,4,0,3,0,7,8,160,36,16,194,37,202,38,24,0,49135,53500,43583
California,6,Santa Barbara County,83,Guadalupe CCD,91200,0600000US0608391200,608391200,"Guadalupe CCD, Santa Barbara County, California",8727,2309,2,319,230,0,2391,3476,7717,1627,2,319,0,0,2391,3378,3123,2652,471,0,3123,2874,2366,508,65,65,0,0,0,0,0,0,0,48,9,127,108,208,276,640,518,540,243,36,47,195,97,88,4754,473,0,0,157,46,149,29,0,393,47,94,104,82,163,226,958,94,351,490,367,341,125,56,9,34762,34891,33750
California,6,Santa Barbara County,83,Lompoc CCD,91708,0600000US0608391708,608391708,"Lompoc CCD, Santa Barbara County, California",59743,29184,2397,1357,1853,119,10020,14813,31977,8002,305,1094,170,26,9831,12549,25218,24448,682,88,25218,21072,17405,3667,976,976,0,0,0,0,0,131,241,1036,153,1609,1293,3732,3895,2312,1999,1331,2572,670,814,2386,2156,449,38193,1290,111,0,117,141,223,223,219,1660,300,247,1155,651,1314,905,7691,1579,2789,6465,3955,4820,1828,341,169,36841,41695,31403
California,6,Santa Barbara County,83,Santa Barbara CCD,92890,0600000US0608392890,608392890,"Santa Barbara CCD, Santa Barbara County, California",189170,117717,3143,1985,14445,251,22799,28830,59444,14544,124,1732,353,77,21669,20945,91439,88256,2682,501,91439,61412,53630,7782,2211,2129,35,47,0,0,253,782,4298,5126,957,16400,3076,11384,21820,17396,9580,3611,2663,557,696,1786,1458,1012,119480,2503,0,58,37,212,657,201,127,2107,282,427,1030,470,977,2019,12602,1898,6029,16415,9205,35540,15407,5608,5669,41204,49024,33396
California,6,Santa Barbara County,83,Santa Maria CCD,92908,0600000US0608392908,608392908,"Santa Maria CCD, Santa Barbara County, California",144557,62294,1611,3852,6048,67,20559,50126,100011,29101,201,3470,238,6,20453,46542,62712,54027,8528,157,62712,56268,46016,10252,1060,1060,0,0,0,0,80,64,295,720,451,3774,1195,7743,12140,9438,6507,5722,7707,1050,1930,2723,2014,769,84770,4718,29,73,248,778,1253,753,357,7435,697,1202,2485,1001,1509,2613,15610,2050,5868,12247,7446,11346,3644,937,471,35171,40636,29262
California,6,Santa Barbara County,83,Solvang-Santa Ynez CCD,93065,0600000US0608393065,608393065,"Solvang-Santa Ynez CCD, Santa Barbara County, California",22579,18024,167,162,390,30,1264,2542,4693,1807,0,40,25,0,1247,1574,11291,10664,614,13,11291,8574,7482,1092,106,106,0,0,0,0,12,5,64,489,71,1970,544,1409,1296,1177,601,198,685,341,718,1716,277,359,17007,249,0,0,0,6,100,0,47,88,0,176,167,64,151,151,2469,182,1171,3075,2048,4278,1799,439,347,53351,59460,46487
California,6,Santa Clara County,85,Diablo Range CCD,90680,0600000US0608590680,608590680,"Diablo Range CCD, Santa Clara County, California",1476,890,11,22,225,0,148,180,389,50,0,22,5,0,136,176,734,623,111,0,734,448,413,35,0,0,0,0,0,0,0,0,23,3,7,253,0,10,78,68,143,41,51,18,9,41,10,12,1068,23,0,0,0,0,0,0,0,0,0,0,20,0,13,42,239,7,78,193,62,243,132,16,0,45521,54816,34609
California,6,Santa Clara County,85,Lexington Hills CCD,91602,0600000US0608591602,608591602,"Lexington Hills CCD, Santa Clara County, California",4650,3759,0,0,203,0,204,484,391,175,0,0,0,0,118,98,2415,2038,377,0,2415,1830,1574,256,54,54,0,0,0,0,0,19,0,29,3,480,12,9,134,241,146,161,364,227,133,314,85,109,3382,2,0,0,0,0,0,0,0,0,0,0,12,14,17,10,328,44,96,283,296,1091,892,127,170,91019,115938,76098
California,6,Santa Clara County,85,Llagas-Uvas CCD,91680,0600000US0608591680,608591680,"Llagas-Uvas CCD, Santa Clara County, California",5191,2819,71,23,376,0,312,1590,1481,252,0,23,0,0,149,1057,2474,2133,341,0,2474,1678,1437,241,46,46,0,0,0,0,0,17,0,84,30,619,9,94,137,139,109,111,292,41,115,327,224,257,3614,49,0,0,0,0,0,25,0,0,0,0,0,0,6,35,272,35,313,490,364,1352,469,115,89,82098,129831,61898
California,6,Santa Clara County,85,San Jose CCD,92830,0600000US0608592830,608592830,"San Jose CCD, Santa Clara County, California",1765222,568184,42085,13181,733222,7180,187761,213609,417380,80294,2210,10434,3364,486,179621,140971,908451,807302,99106,2043,908451,637756,558057,79699,25134,13942,1960,5885,3282,65,2256,1507,12691,19178,8812,201117,9517,39654,81952,123426,128805,53779,117328,19878,29064,53668,34553,15710,1246285,36705,407,900,798,1547,3556,2601,4385,16608,2930,8849,11003,7559,8888,25344,144336,19168,47381,114324,77849,354843,255025,36491,64788,75086,93857,59693
California,6,Santa Clara County,85,South Santa Clara Valley CCD,93175,0600000US0608593175,608593175,"South Santa Clara Valley CCD, Santa Clara County, California",119164,52487,3093,1350,14380,326,12465,35063,57730,14013,166,1301,212,64,11883,30091,54234,48997,5205,32,54234,43278,36733,6545,912,576,21,255,60,0,11,0,299,940,280,8514,1004,4205,5765,5188,3122,1437,4622,1853,2833,6612,6504,2575,78021,1905,7,25,83,183,403,258,268,2087,347,479,1198,951,681,1535,13920,2211,5331,12456,6846,17308,6884,1689,966,56846,68699,45982
California,6,Santa Clara County,85,West Santa Clara CCD,93660,0600000US0608593660,608593660,"West Santa Clara CCD, Santa Clara County, California",7594,3826,65,3,3287,0,55,358,261,82,0,0,0,0,32,147,3086,2875,211,0,3086,1708,1565,143,20,20,0,0,0,0,16,0,0,43,10,1289,0,79,109,455,299,147,216,31,240,171,21,29,5816,11,0,0,0,0,0,12,12,0,0,0,0,36,10,0,202,6,78,340,213,1929,1843,590,534,119088,189583,105393
California,6,Santa Cruz County,87,San Lorenzo Valley CCD,92850,0600000US0608792850,608792850,"San Lorenzo Valley CCD, Santa Cruz County, California",23193,19268,68,66,539,30,740,2482,3089,1267,0,53,0,0,607,1162,11853,8111,3742,0,11853,8592,7947,645,134,73,29,32,0,0,0,22,100,90,152,2763,417,523,418,629,975,416,1361,324,605,1635,1303,484,17538,69,0,0,129,0,0,0,27,80,4,11,50,33,51,181,2024,315,1315,3323,1521,5514,2153,326,412,62649,81341,45634
California,6,Santa Cruz County,87,Santa Cruz CCD,92900,0600000US0608792900,608792900,"Santa Cruz CCD, Santa Cruz County, California",157760,113317,1745,1002,10004,338,13118,18236,32035,8664,215,878,367,19,11878,10014,79388,66455,12732,201,79388,52786,47700,5086,1848,1815,16,12,5,0,84,457,2470,4596,874,16273,2358,7921,11788,11919,7997,1843,4621,1264,1965,5671,4282,1486,107736,1346,11,0,25,9,95,83,122,402,122,248,450,651,766,1457,11061,2031,5763,15926,10025,32115,15826,4716,4486,49912,61742,39104
